"date";"rain";"tmin";"tmax"
"11/11";2,3;4,9;11,86
"11/11";0;6,3;15,8
"11/11";0;-1,88;7,84
"11/11";1,28;-1,56;2,04
"11/11";0;-5,64;1,44
"11/11";0;-8,14;1,66
"11/11";0;5,46;11,02
"11/11";0;-0,28;7,32
"11/11";0;1,14;11,54
"11/11";1;0,12;8,7
"11/11";0;-0,74;10,5
"11/11";0;3,52;8,54
"11/11";0;-0,48;9,32
"11/11";0;-2,48;6,88
"11/11";3,08;-2,04;7,14
"11/11";0;-4,08;3,92
"11/11";1,28;2;9,74
"11/11";5,66;3,06;9,66
"11/11";12,46;2,82;6,6
"11/11";0;1;12,46
"11/11";5,3;2,26;12,06
"11/11";0,74;1,58;8,58
"11/11";0,14;1,46;7,9
"11/11";0;-1;3,3
"11/11";0;-0,76;6,08
"11/11";3,76;-3,94;4,62
"11/11";3,5;1,9;8,35
"11/11";0;-1,38;4,22
"11/11";2,6;-1,18;3,4
"11/11";0;1,66;9,66
"11/11";4,55;-1,2;8,54
"11/11";11,425;-0,58;6,3
"11/11";0;1,24;9,68
"11/11";0,05;1,48;5,1
"11/12";0;-0,575;8,825
"11/12";2;1,975;9,15
"11/12";1,73333333333333;4,975;12,425
"11/12";1,63333333333333;5,3;10,475
"11/12";3,83333333333333;-3,05;1,475
"11/12";0;-1,575;7,025
"11/12";0;-1,7;9,175
"11/12";0;2,475;8,525
"11/12";5,32;-0,65;4,3
"11/12";0,5;3,05;7,475
"11/12";10;1,725;4,95
"11/12";6,36;-5,075;4,95
"11/12";9,04;0,575;9,4
"11/12";18,24;-0,44;9,12
"11/12";0,18;2,68;7,12
"11/12";14,88;5,2;13,28
"11/12";0,1;1,66;6,6
"11/12";4,78;-0,18;3,64
"11/12";1,48;-1,42;2,66
"11/12";0;0,14;8,14
"11/12";0;2,66;5,7
"11/12";14,88;5,28;15,68
"11/12";0;0,44;10,54
"11/12";0,8;2,8;5,74
"11/12";6,84;-1,34;3,78
"11/12";0;-0,52;6,4
"11/12";0;-0,1;8,56
"11/12";0,14;0,02;6,22
"11/12";1,04;1,96;8,86
"11/12";0,66;4,9;13,56
"11/12";0;-2,4;6,68
"11/12";0,04;-6,78;0,52
"11/12";6,28;-7;1,72
"11/12";2,3;-2,26;4,86
"11/12";0,42;3,08;10,52
"11/12";0;-1,8;3,62
"11/12";0;1,42;8,64
"11/12";24,32;-2,1;2,84
"11/12";0;-0,8;10
"11/12";2,62;0,24;8,38
"11/12";0;-0,44;9,28
"11/12";0;-1,64;5,6
"11/12";0;1,84;8,36
"11/12";0;-1,68;6,18
"11/12";2,08;0,6;8,48
"11/12";9;2,64;6,84
"11/12";0,44;2,66;7,6
"11/12";0;2,24;10,56
"11/12";1,06;8,66;15,74
"11/12";11,02;2,02;9,9
"11/12";0;-3,46;4,64
"11/12";0;-2,38;4,92
"11/12";0;-1,62;9,14
"11/12";6,3;0,88;3,98
"11/12";0;1,8;8,1
"11/12";3,975;-2,98;3,7
"11/12";0;0,7;6,78
"11/12";0;0,26;8,94
"11/12";5,625;2,26;8,12
"11/12";0,7;-1,18;3,66
"11/12";9,875;3,76;7,08
"11/12";0,55;-1,02;6,68
"11/13";0;-1,8;9,15
"11/13";0,233333333333333;-0,075;7,525
"11/13";0,666666666666667;1,775;11,15
"11/13";1,3;2,125;8,525
"11/13";0;-5,1;0,1
"11/13";0;-1,35;9,65
"11/13";0,02;-1,675;8,175
"11/13";10;1,15;9,1
"11/13";1,66;0,925;4,8
"11/13";0;0,55;6,45
"11/13";3,62;2,525;4,9
"11/13";2,66;-0,525;4,875
"11/13";3,28;1;7,05
"11/13";1,34;2,78;10,06
"11/13";0,22;1,94;6,34
"11/13";0,38;2,32;8,62
"11/13";1,48;1,26;7,64
"11/13";2,52;-1,98;1,08
"11/13";0;-4,52;2,28
"11/13";0;1,22;10,08
"11/13";0;0,3;4,8
"11/13";44,12;6,28;10,02
"11/13";0,86;1,08;9,2
"11/13";0,18;2,26;5,34
"11/13";7,68;-1,32;7,6
"11/13";3,24;-0,72;7,76
"11/13";0;-0,42;7,32
"11/13";3,28;0,26;8,96
"11/13";0,52;2,1;8,38
"11/13";14,1;1,8;8,92
"11/13";0;-2,46;7,46
"11/13";0;-4,44;3,12
"11/13";0,22;-3,7;2,48
"11/13";4,04;-0,38;6,18
"11/13";33,8;4,5;8,3
"11/13";0;-3,18;1,56
"11/13";0;0,54;9,28
"11/13";16,62;-2,38;1,46
"11/13";0;-1,96;9,8
"11/13";10,88;1,9;7,86
"11/13";4,82;1,08;8,66
"11/13";0;-2,28;5,78
"11/13";0;-0,24;7,78
"11/13";6,64;-0,58;11,54
"11/13";1,78;-1,12;2,94
"11/13";0,5;-0,38;4,38
"11/13";0,98;0,96;7
"11/13";0,06;2,22;8
"11/13";23,78;7,52;16,6
"11/13";2,34;2,5;7,72
"11/13";0;-3,28;4,58
"11/13";0;-0,78;5,1
"11/13";5,14;2,28;14,42
"11/13";3,4;-0,26;3,18
"11/13";0;0,275;8,125
"11/13";1,275;-1,46;3,86
"11/13";1,725;0,18;5,26
"11/13";0;0,6;6,56
"11/13";0,975;1,28;7,36
"11/13";1,525;-2,9;2,32
"11/13";6,975;2,74;5,18
"11/13";0,025;2,14;11,56
"11/14";0;2,875;12,85
"11/14";16,1333333333333;-1,45;3,625
"11/14";9,7;2,975;7,925
"11/14";3,6;1,525;6,925
"11/14";0,633333333333333;-6,3;-1,125
"11/14";0;-2,15;8,325
"11/14";2,08;0,975;8,575
"11/14";3;1;5,35
"11/14";2,72;0,475;3,425
"11/14";0;-0,975;4,9
"11/14";3,26;2;6,725
"11/14";4,96;0,45;7,75
"11/14";0;0,65;6,75
"11/14";0,72;-0,0600000000000001;7,08
"11/14";2,8;1,86;6,44
"11/14";0,28;0,36;8,68
"11/14";1,88;0,06;6,76
"11/14";0,44;-5,1;0,0799999999999999
"11/14";0,84;-6,7;1,86
"11/14";0;1,12;11,58
"11/14";0,26;-1,3;2,58
"11/14";17,76;4,48;8,2
"11/14";13,46;2,8;8,78
"11/14";0,72;1,96;4,28
"11/14";5,2;1,94;7,02
"11/14";12,26;1,06;7,2
"11/14";0;0,32;10,68
"11/14";3,78;2,48;6,34
"11/14";4,98;2,84;6,26
"11/14";8,42;-1,5;3,68
"11/14";0;-1,12;9,12
"11/14";2,68;-1,32;3,74
"11/14";0;-6,92;2,56
"11/14";4,08;-1,3;3,72
"11/14";5,64;0,68;6,76
"11/14";0,04;-5,94;-0,92
"11/14";1,22;-3,14;6,16
"11/14";0,54;-4,96;0,9
"11/14";0;0,02;10,58
"11/14";7,02;0,86;6,64
"11/14";2,42;2,16;7,22
"11/14";0;-2,04;5,66
"11/14";3,06;-1,74;5,54
"11/14";19,58;0,34;8,68
"11/14";0,7;-2,26;4,12
"11/14";0,72;-0,86;5,88
"11/14";0;3,5;9,42
"11/14";0,04;2,58;7,62
"11/14";51;1,2;9,1
"11/14";0,02;1,22;6,26
"11/14";4,7;-3,22;5,6
"11/14";2,68;-0,54;4,94
"11/14";15,02;7,08;13,32
"11/14";0,12;-2,18;2,24
"11/14";3,65;1,675;15,125
"11/14";0;-0,12;4,64
"11/14";0,175;-1,42;1,38
"11/14";0;0,58;5
"11/14";3,375;5,26;11,2
"11/14";4,125;-2,24;1,2
"11/14";0;2,46;5,7
"11/14";0,95;2,44;10,74
"11/15";0;5,525;14,7
"11/15";1,3;-1,2;1,8
"11/15";5,76666666666667;-0,875;4,075
"11/15";0,6;1,25;5,925
"11/15";0;-7,725;-3,3
"11/15";0,04;-0,05;8,4
"11/15";2,7;-1,625;4,375
"11/15";0,06;-1,875;2,675
"11/15";4,22;0,25;2,975
"11/15";0;-1,9;6,3
"11/15";1,6;2,8;6,15
"11/15";22,4;-0,15;4,075
"11/15";0;-3,46944695195361e-17;7,875
"11/15";0;-0,56;7,18
"11/15";3,68;0,96;4,28
"11/15";0,2;-0,42;10,6
"11/15";1,24;1,04;10,76
"11/15";0,86;-6,98;-1,42
"11/15";0,86;-2,94;3,34
"11/15";0,92;2,7;12,1
"11/15";3,98;-3,48;-0,28
"11/15";4,06;2,34;8,5
"11/15";12,96;1,08;5,96
"11/15";0,3;0,22;5,6
"11/15";4,4;0,26;6,58
"11/15";29,98;-0,32;5,3
"11/15";0;2,68;13,32
"11/15";3,72;0,24;4,98
"11/15";5,36;2,42;5,72
"11/15";3,42;-0,18;6,34
"11/15";0;-0,92;9,3
"11/15";19,46;-0,62;3,14
"11/15";2,38;-4,84;5,54
"11/15";0,54;-3,3;1,06
"11/15";0,1;-2,42;4,04
"11/15";0;-9,34;0,18
"11/15";1,98;-0,42;5,86
"11/15";0;-7,46;0,24
"11/15";0;3,22;13,72
"11/15";0;-0,98;5,52
"11/15";2,74;2,22;6,48
"11/15";0;-1,94;6,82
"11/15";2,96;2;5,38
"11/15";1,3;-2,58;2,7
"11/15";2,82;-2,24;5,12
"11/15";2,38;-0,2;5,34
"11/15";3,2;4,66;12,38
"11/15";0;2,84;9,38
"11/15";14,7;0,76;4,58
"11/15";1,24;-1,52;6,06
"11/15";3,52;-0,36;3,74
"11/15";2,64;-0,92;2,8
"11/15";8,82;4,86;9
"11/15";0;-5,88;1,26
"11/15";1,325;5,475;12,95
"11/15";0;-0,16;7,66
"11/15";0;-3,18;1,12
"11/15";0;-1,02;8,72
"11/15";0;5,18;12,18
"11/15";0,525;-3,8;-0,46
"11/15";0;1;7,12
"11/15";0,225;4,22;10,54
"11/16";7,7;0,9;8,225
"11/16";0;-1,3;3
"11/16";20,1333333333333;-1,975;2,225
"11/16";0;-0,7;8,125
"11/16";0;-11,1;-2,525
"11/16";0;1,475;7,775
"11/16";1,7;-3,825;0,525
"11/16";0,24;-4,1;2,4
"11/16";0;-1,35;3,925
"11/16";0;-2,425;6,925
"11/16";2;1,85;5,05
"11/16";0,94;-0,875;2,9
"11/16";1,6;2,05;6,6
"11/16";0;-1,68;5,38
"11/16";5,44;-3,06;2,58
"11/16";40,06;2,42;11,22
"11/16";11,64;1,76;7,18
"11/16";0;-6,92;0,74
"11/16";4,5;-2,44;2,2
"11/16";2,96;5,02;10,76
"11/16";20,08;-4,04;-0,3
"11/16";0;-0,88;6,42
"11/16";1,14;-1,86;3,68
"11/16";0;0,34;6,7
"11/16";13,46;-4,72;2,78
"11/16";6,32;1,84;6,66
"11/16";0,22;5,32;15,32
"11/16";1,68;-2,4;3,08
"11/16";0,06;1,28;5,6
"11/16";0,08;-1,12;4,26
"11/16";0,3;-0,14;9,76
"11/16";3,82;-0,78;3,4
"11/16";0;2,46;8,06
"11/16";0;-6,4;0,16
"11/16";1,44;-0,88;3,1
"11/16";0;-4;4,1
"11/16";8,86;-2,72;5,62
"11/16";0;-10;-2,46
"11/16";0;2,26;13,02
"11/16";2,98;-1,74;6,18
"11/16";0,08;1,14;7,1
"11/16";0;-2,38;5,46
"11/16";0;0,08;7,08
"11/16";19,68;-0,94;2,24
"11/16";22;1,04;4,94
"11/16";1,44;-0,98;3,24
"11/16";0,16;4,62;10,84
"11/16";1,98;2,78;9,5
"11/16";6,6;1,4;5,66
"11/16";3,92;1,26;5,96
"11/16";4,1;-0,92;3
"11/16";0,68;-3,88;1,38
"11/16";14,44;4,06;7,64
"11/16";0;-5,62;4,5
"11/16";9,7;6,125;15,2
"11/16";3,125;-0,12;7,98
"11/16";0;-4,18;3,1
"11/16";2,625;3,32;8,7
"11/16";0;3,32;12,6
"11/16";0;-6,66;-1,86
"11/16";5,225;-0,4;6,92
"11/16";0,375;5,28;11,16
"11/17";0,233333333333333;1,825;5,05
"11/17";0;-2,55;2,375
"11/17";6,5;0,675;6
"11/17";0;1,75;10,15
"11/17";0;-8,75;-0,975
"11/17";0;-2,5;6,975
"11/17";0;-7,725;-0,2
"11/17";0,16;-2,975;2,175
"11/17";0;-3,025;3,425
"11/17";0;-2,075;8,8
"11/17";0,88;0,775;6,65
"11/17";0;-3;4,6
"11/17";1,16;-1,425;4,975
"11/17";0;-2,18;4,98
"11/17";0;-5,86;1,86
"11/17";0,12;-0,44;7,1
"11/17";22,42;2,72;7,86
"11/17";6,4;-7,38;0,92
"11/17";5,7;-2,18;-0,06
"11/17";1,86;3,06;8,18
"11/17";14,6;-1,4;2,26
"11/17";9,12;-0,62;8,78
"11/17";2,36;-3,5;2,14
"11/17";1,64;1,48;7,48
"11/17";1,62;-0,96;7,32
"11/17";0;0,42;5,36
"11/17";0;4,56;11,2
"11/17";19,76;-1,84;2,44
"11/17";0;0,88;5,32
"11/17";0,28;-3,22;2,76
"11/17";0;-0,26;7,76
"11/17";0,32;-1,38;2,66
"11/17";0;2,44;10,44
"11/17";0;-7,52;1,8
"11/17";3,34;-2,68;2,08
"11/17";0;-6,18;2,78
"11/17";0,9;-0,34;6,56
"11/17";0;-7,58;-1,86
"11/17";1,34;1,3;10,36
"11/17";3,64;2,18;8,12
"11/17";0;-2,12;6,4
"11/17";0;-5,18;3,4
"11/17";0,14;1,02;10,48
"11/17";0,5;-0,84;2,56
"11/17";12,3;-0,4;4,06
"11/17";0,02;-3,12;1,48
"11/17";0,76;2,42;8,62
"11/17";6,12;4,74;9,34
"11/17";5,52;3,04;6,46
"11/17";0;0,38;5,64
"11/17";0,16;-3,4;0,94
"11/17";5,78;-2,56;0,76
"11/17";11,86;4,32;7,18
"11/17";0;-4,18;3,1
"11/17";5,55;4,075;10,175
"11/17";2,25;1,34;8,06
"11/17";0;-0,72;5,28
"11/17";0,3;-0,18;5,56
"11/17";0;4,9;12,68
"11/17";0;-7,6;-1,54
"11/17";0,075;0,58;6,9
"11/17";2,975;6,24;14,9
"11/18";0;0,4;8,475
"11/18";0;-3,95;3,85
"11/18";0;-0,6;6,05
"11/18";0;2,375;12
"11/18";0;-5,675;1,05
"11/18";0;-2,05;9,025
"11/18";1,98;-7,35;-0,95
"11/18";0,34;-3,6;0,775
"11/18";0;-4,625;4,1
"11/18";0;-3,275;3,575
"11/18";1,48;-1,25;5,05
"11/18";4,2;0,0249999999999999;8,2
"11/18";0;0,275;5,725
"11/18";0;-3,1;3,94
"11/18";5,02;-3,22;3,48
"11/18";0;-1,54;6,84
"11/18";15,7;4,1;9,7
"11/18";0,98;-1,14;3,64
"11/18";2,58;-2,52;1,3
"11/18";0;1,68;8,4
"11/18";1,92;-1,22;2,36
"11/18";0;-2,56;4,86
"11/18";0;-0,7;7,26
"11/18";0,16;2,36;7,28
"11/18";11,7;-1,94;6,08
"11/18";0;-2,74;3,52
"11/18";2,24;2,08;12,26
"11/18";7,06;-0,66;2,92
"11/18";0;0,28;4,04
"11/18";0,18;-2,94;2,26
"11/18";0;-2,5;7,36
"11/18";5,36;-2,28;1,6
"11/18";6,86;1,36;7,82
"11/18";0,02;-3,14;5,86
"11/18";2,38;-2,66;3,46
"11/18";0;-7,44;1,58
"11/18";0;-2,74;5
"11/18";2,4;-8,22;-4,3
"11/18";0,44;3,48;8,1
"11/18";0,8;1,78;6,58
"11/18";2,12;-1,62;6,92
"11/18";0;-5,04;3,54
"11/18";2,6;3,88;10,42
"11/18";0;-3,86;2,9
"11/18";0,66;-2,34;2,32
"11/18";0;-5,38;-0,26
"11/18";2,76;2,22;7,36
"11/18";1,46;-2,66;6,14
"11/18";20,24;1,66;8,2
"11/18";0,06;-2,76;4,08
"11/18";0;-7,34;-0,84
"11/18";2,68;-3,42;0,9
"11/18";5,84;1,26;5,18
"11/18";0;-2,34;3,24
"11/18";18,9;3,1;6,75
"11/18";0,1;-0,24;7,92
"11/18";0,1;0,98;6,58
"11/18";1,1;-2,16;2,38
"11/18";0,025;5,9;11,92
"11/18";0,8;-6,1;-1,06
"11/18";0;-3,4;2,82
"11/18";2,275;5,72;13,18
"11/19";0;-0,725;8,35
"11/19";0;-2,675;7,675
"11/19";0;-2,075;7,45
"11/19";0;7,725;14,3
"11/19";11,5;-2,575;3,75
"11/19";0;-0,375;9,875
"11/19";0,36;-4,675;1,575
"11/19";0,38;-5,2;0,025
"11/19";0;-6,35;1,35
"11/19";0;-3,5;-0,3
"11/19";0,84;-1,475;4,425
"11/19";0;0,375;9,675
"11/19";6,8;-1,05;2,65
"11/19";0;-3,08;2,88
"11/19";7,1;-3,18;0,84
"11/19";0,6;0,94;7,76
"11/19";4,26;0,76;7,18
"11/19";1,46;-1,46;4,02
"11/19";0,06;-3,3;1,24
"11/19";0;0,38;5,56
"11/19";1,08;-1,76;1,08
"11/19";0;-4,16;5,12
"11/19";8,38;3,36;12,02
"11/19";10,2;-1,4;6,9
"11/19";0;-5,74;0,88
"11/19";0,94;-2,46;7,14
"11/19";9,04;1,32;9,68
"11/19";1,44;-0,34;4,46
"11/19";0,62;-0,88;4,48
"11/19";0;-3,52;2,92
"11/19";0;-1,8;9,06
"11/19";6,6;-2,04;2,5
"11/19";1,04;1,78;6,78
"11/19";0,3;-0,0999999999999999;6,58
"11/19";0,02;0,96;8,34
"11/19";0;-7,8;0,52
"11/19";2,18;-3,42;2,64
"11/19";2,42;-8,58;-2,54
"11/19";0;0,48;9,06
"11/19";1,34;0,66;8,18
"11/19";3,48;-0,72;6,44
"11/19";0;-3,74;7,68
"11/19";2,52;1,74;8,86
"11/19";1,18;-1,18;4,46
"11/19";4,48;-4,14;4,84
"11/19";0;-6,38;-2,04
"11/19";9,82;1,52;7,08
"11/19";6,42;-4,5;1,28
"11/19";0,06;1,44;6,1
"11/19";0;-4,12;1,86
"11/19";0,68;-9,12;-1,04
"11/19";2,86;-4,2;-1,16
"11/19";1,06;-2;3,2
"11/19";0;-2,06;2,2
"11/19";0,2;3,85;7,6
"11/19";0;4,9;12,04
"11/19";5,2;-2,08;5,86
"11/19";0,05;-4,1;-0,06
"11/19";2,625;3,78;10,44
"11/19";0;-6,04;2,48
"11/19";0,025;-1,22;6,38
"11/19";0;2,92;11,32
"11/20";0;-1,575;7,825
"11/20";0;2,95;13,25
"11/20";4,86666666666667;0,625;6,2
"11/20";1,1;3,775;13,725
"11/20";0,0333333333333333;-2,475;3,175
"11/20";0;-1,25;7,25
"11/20";0;-8,7;-0,825
"11/20";0,26;-5,7;-0,325
"11/20";0;-6,35;-0,575
"11/20";0;-4,7;-0,9
"11/20";0,22;-1,225;4,525
"11/20";0;-0,8;8,65
"11/20";1,1;-0,925;4,825
"11/20";0;-5,22;2
"11/20";0;-2,78;1
"11/20";4,16;4,22;9,58
"11/20";0,22;3,02;10,32
"11/20";6,44;0,12;6,5
"11/20";2,16;-5,06;-0,42
"11/20";0;-1,84;5,04
"11/20";1,08;-2,4;2,2
"11/20";0;-0,28;8,32
"11/20";0,6;2,8;8,36
"11/20";0;-6,36;-0,84
"11/20";1,76;-2,72;2,88
"11/20";0;0,16;8,8
"11/20";0;-1,9;4,46
"11/20";8,02;-0,66;4,52
"11/20";2,6;-2,28;2,8
"11/20";0;-6;1,8
"11/20";0;-0,08;9,88
"11/20";3,04;-1,46;2,88
"11/20";0;1,62;10,34
"11/20";0;1,06;8,58
"11/20";0;-0,26;6,06
"11/20";0;-8,18;2,58
"11/20";2,12;-0,66;3,52
"11/20";4,42;-6,56;-1,82
"11/20";1,28;0,86;8,88
"11/20";5,26;1,1;8,28
"11/20";1,12;-2,3;2,54
"11/20";0;-2,3;7,76
"11/20";0,6;0,36;8,76
"11/20";12,38;-0,24;2,58
"11/20";1,04;-0,84;4,96
"11/20";1,24;-7,82;-4,18
"11/20";0,46;3,66;10,5
"11/20";0;-4,36;0,82
"11/20";8,28;0,3;6,34
"11/20";0,32;-6,36;2,86
"11/20";0,28;-6,36;-2,44
"11/20";0;-7,94;-1,06
"11/20";12,4;-1,16;4,84
"11/20";0;-3,14;2,1
"11/20";0;1,9;7,375
"11/20";0;2,52;9,56
"11/20";0,35;-3,36;-0,18
"11/20";2,275;-5,96;0,82
"11/20";2,65;2,12;7,12
"11/20";0;-3,08;2,72
"11/20";1,65;1,56;8,6
"11/20";0;2,96;13,68
"11/21";0,0333333333333333;-0,65;6,675
"11/21";0;1,875;9,65
"11/21";0;-0,775;6,1
"11/21";9,6;3,875;11,3
"11/21";0;-4,425;2,825
"11/21";0;-1,525;7,625
"11/21";0;-10,4;-0,975
"11/21";0;-3,775;2,9
"11/21";0;-7,6;-1,675
"11/21";0;-6,175;1,075
"11/21";0;-1,55;4,225
"11/21";0;-1,75;6,275
"11/21";0;-1,725;5,8
"11/21";0;-6,06;4,48
"11/21";0,74;-6,6;0,08
"11/21";0;-3,04;6,92
"11/21";0,18;4,3;10,46
"11/21";10,04;1,16;7,2
"11/21";0;-3,94;1,22
"11/21";0;-3,86;4,5
"11/21";0;-2,72;2,2
"11/21";0;-1,1;6,84
"11/21";13,84;1,46;6,16
"11/21";5,06;-10,52;-2
"11/21";6,18;-1,3;4,48
"11/21";0;-3,32;4,98
"11/21";0;-1,36;5,42
"11/21";0,14;-3,3;4,12
"11/21";0;-2,48;1,28
"11/21";8,96;-3,18;7,76
"11/21";0;-1,72;6,7
"11/21";0,94;-1,82;1,92
"11/21";0;2,76;10,26
"11/21";0;1,84;10,06
"11/21";0;-3,4;3,82
"11/21";0,02;-6,04;1,86
"11/21";0,9;0,36;4,64
"11/21";2,92;-4,38;-0,34
"11/21";4,66;1,64;5,36
"11/21";2,44;-0,72;3,7
"11/21";5,96;-5,2;-0,66
"11/21";0;-1,24;7,66
"11/21";10,34;1,98;8,22
"11/21";10,14;-0,18;2,02
"11/21";15,56;-1,92;3,28
"11/21";0,84;-9,04;-2,64
"11/21";0,02;4,6;11,56
"11/21";0;-9,1;-1,02
"11/21";2,14;-0,76;3,84
"11/21";0;-1,44;5,46
"11/21";0,16;-8,68;-3,22
"11/21";7,46;-10,48;-4,9
"11/21";6,36;0,64;3,96
"11/21";0;-4,58;2,92
"11/21";3,7;1,4;11,675
"11/21";0;2,02;12,12
"11/21";0,375;-4,58;0,78
"11/21";4,375;-1,36;1,26
"11/21";9,15;-0,56;6,94
"11/21";0;-0,94;5,94
"11/21";17,75;0,34;7,72
"11/21";0;3,08;13,48
"11/22";0,4;-2,475;4,2
"11/22";0;-0,55;9,1
"11/22";14,5;-4,16333634234434e-17;10,35
"11/22";2,73333333333333;0,9;6,9
"11/22";0,466666666666667;-4,25;3,95
"11/22";0;-0,3;6,475
"11/22";0;-8,05;2,55
"11/22";0;-2,6;2,35
"11/22";1,7;-8,85;-4,1
"11/22";0;-4,875;0,025
"11/22";0;-1,05;5,9
"11/22";0;-3,575;2,65
"11/22";0;0,6;9,35
"11/22";0;-4,52;6,02
"11/22";8,48;-5,1;0,74
"11/22";1,74;-3,4;7,72
"11/22";0;1,02;8,36
"11/22";15,36;-1,24;4,3
"11/22";0;-5,64;0,96
"11/22";0;-3,02;4
"11/22";0;-4,38;2,88
"11/22";0;1,36;9,92
"11/22";3,76;0,2;4,86
"11/22";7,18;-4,72;-0,22
"11/22";8,62;-0,46;3,14
"11/22";0;-3,76;6,22
"11/22";0,9;-1,94;5,38
"11/22";9,3;-5,78;-1,06
"11/22";0;-2,96;2,24
"11/22";0,34;-1,44;3,8
"11/22";0;-1,14;6,82
"11/22";0;-1,68;1,92
"11/22";0;1,44;9,22
"11/22";0;4,54;11,24
"11/22";0;-1,48;5,9
"11/22";0;-6,44;0,16
"11/22";2,6;-0,14;4,74
"11/22";4,78;-4,54;0,06
"11/22";0,98;0,22;5,16
"11/22";0;-0,98;3,74
"11/22";0,04;-8,76;-3,66
"11/22";1,82;0,56;8,68
"11/22";19,06;2,68;5,42
"11/22";4,4;-0,32;2,52
"11/22";12,18;0,96;9,22
"11/22";0;-7,68;-1,9
"11/22";0;3,82;9,8
"11/22";0;-8,1;1
"11/22";1,72;-2,64;1
"11/22";0;-2,4;4,14
"11/22";1,82;-12,18;-5,36
"11/22";3,46;-6,9;-1,96
"11/22";0;0,56;6,68
"11/22";4,02;-4,44;4,6
"11/22";10,425;2,825;9,85
"11/22";0;1,74;10,7
"11/22";0,6;-3,8;5,18
"11/22";1,475;-4,02;-0,3
"11/22";6,45;1,48;5,02
"11/22";0;0,06;6,78
"11/22";9,3;-4;1,28
"11/22";2,025;2,66;11,06
"11/23";0;-1,9;4,075
"11/23";1,23333333333333;0,925;6,25
"11/23";2,06666666666667;-0,825;5,775
"11/23";0,8;-1,05;3,225
"11/23";1,06666666666667;-3,975;1,825
"11/23";0;-3,45;3,5
"11/23";0;-5,575;2,575
"11/23";1,58;-3;3,85
"11/23";3,48;-6,7;-3,65
"11/23";0;-3,275;1,225
"11/23";0;-1,275;3,1
"11/23";0;-4,95;0,75
"11/23";1,38;2,075;7,275
"11/23";0;-3,08;5,92
"11/23";0,86;-10,42;-2,84
"11/23";0,4;1,04;7,54
"11/23";0;-2,56;5,78
"11/23";0,64;-7,26;-0,74
"11/23";2,24;-5,36;0,6
"11/23";0;-2,5;4,56
"11/23";0,16;-4,26;4,18
"11/23";0;1,56;10,1
"11/23";0;-1,7;5,54
"11/23";0,12;-3,96;0,14
"11/23";9,3;-0,12;2,38
"11/23";0;-0,58;8,26
"11/23";0;0,6;7,94
"11/23";0;-10,3;-2,74
"11/23";6,7;-1,94;1,64
"11/23";0;-4,06;1,82
"11/23";0;-2,4;7,06
"11/23";0;-4,38;1,18
"11/23";0;2,4;11,32
"11/23";0;2,54;9,66
"11/23";0;-0,48;6,86
"11/23";0;-8,22;0,2
"11/23";0,18;1,68;12,04
"11/23";0,34;-3,72;-0,54
"11/23";24,62;0,86;4,34
"11/23";2,6;-2,98;2,66
"11/23";0;-13,4;-4,6
"11/23";0;-4,78;4,96
"11/23";1,76;1,94;6,02
"11/23";1,82;-0,1;2,14
"11/23";0,06;4,6;10,56
"11/23";0;-8,38;-1,5
"11/23";0;1,74;9,64
"11/23";0,08;-5;3,42
"11/23";0,18;-5,92;1,3
"11/23";3,22;-2,66;1,42
"11/23";0,7;-8,24;-2,2
"11/23";6,14;-5,3;-0,1
"11/23";4,04;0,02;8,24
"11/23";1,86;-3,12;3,72
"11/23";0;1;6,025
"11/23";0;3,36;11,06
"11/23";3,625;1,7;8
"11/23";0,05;-7,58;-2,32
"11/23";0,775;-2,08;7,04
"11/23";5,925;1,58;9,04
"11/23";2,75;-5,8;-1,52
"11/23";1,35;3,96;10,2
"11/24";1,46666666666667;-3,85;2,925
"11/24";0;-0,15;6,35
"11/24";0,4;-3,175;2,1
"11/24";4,66666666666667;-0,925;6,325
"11/24";0;-5,6;1,25
"11/24";0;-4,3;0,45
"11/24";0;-4,275;2,45
"11/24";2,98;-1,9;2,55
"11/24";0;-5,35;-1,95
"11/24";0;-4,075;2,975
"11/24";0;-2,05;5,25
"11/24";0;-6,1;2,35
"11/24";0;0,975;7,15
"11/24";0,06;0,26;5,82
"11/24";0,16;-8,66;-2,14
"11/24";0;-0,4;7,5
"11/24";1,16;-0,36;7,4
"11/24";0,96;-11,54;-3,7
"11/24";6,4;-3,22;0,5
"11/24";0;-3,96;2,82
"11/24";4,24;-0,74;6,74
"11/24";5,18;0,84;7,68
"11/24";0;-3,22;4,86
"11/24";0;-9,36;-1,52
"11/24";3,62;-2,24;2,12
"11/24";0;-0,46;8,42
"11/24";0;-1,4;5,58
"11/24";0;-13,34;-4,68
"11/24";7,8;-3,42;1,36
"11/24";1,12;-3,58;3,12
"11/24";0;-2,5;5,16
"11/24";0;-5,6;0,54
"11/24";0;2,12;11,72
"11/24";0,94;1,88;9,08
"11/24";0;0,02;9,48
"11/24";0;-8,2;0,54
"11/24";0,62;3,96;11,14
"11/24";0,16;-4,34;0,02
"11/24";0,24;-0,8;3,7
"11/24";28,46;-2,26;4,9
"11/24";0,1;-11,28;-1,82
"11/24";0;-7,56;1,16
"11/24";0;-1,48;4,94
"11/24";4,48;-0,9;3,02
"11/24";0;2,58;10,06
"11/24";0;-6,24;0,38
"11/24";0;2,04;8,32
